"","x"
"2owT9j-7HXR-wtPmrIzDxA",0.639206094393965
"lhsyRdDtRNjOJ41ferYagQ",0.637393946494024
"n5eQnMnVVt3FfrFENYoU0g",0.618579023418141
"GXqBm5N0yZ3-rCd6hgUM7w",0.518330163880642
"4W2Ucl0d0_EK1HNYPIo88w",0.507536100522542
"6AzXPSXxztBnGwkToG3jKg",0.479827270448345
"UCzaZ2z6E-Xy8Vn-MLpIrw",0.437201143424374
"uCQBZQcLbAxb1FKt7DHqgw",0.431318808402159
"1olAT5l8ZiKLVavyWkeElw",0.423554962901135
"jTGQUWGIVvL-aY03C5BEmw",0.415384121129114
"ioXu3MhPt_v8f5wTWJX4ag",0.413272380150134
"CKf3mf7fl5sZO9xviHU7lQ",0.412496295887659
"ASN-bDe1cVl3Y8-lnqA7Og",0.407395679444113
"GK2l8kqPJu9Byk-c1D0-aA",0.402774825423139
"h3c8XBQTer_3_OirrvUflg",0.394761534920798
"eUfSEAOFhvH-3N4MEgHHCA",0.393368294107809
"HuewLVDas2H0q0TqcnmprQ",0.39193758431494
"va8gX25HcEcnHnLgy1j_tA",0.382832052277051
"24Qlwel3zvrkNX9zMvBJDg",0.363897787460044
"-LHHCgIUZy49sUU4j03T2w",0.361954679174852
"_YCwkkdiW5KliTK8g8Tlew",0.361778285089994
"c7pNpJMmvRXBpC_8kj76nA",0.35622276532632
"mI2poz7WNXEZtJpY8NAUGQ",0.350922357903607
"gWZt5lnRQPbTwXRi9Ik6Tw",0.349832096212722
"ePP0Eqz8JKSbtdt2phiB4A",0.330095238016604
"OAi1g2Go1MBjaR9m1fEHHA",0.324765544049442
"_LYz2vdGyXsV-8b-_T47ag",0.321921543191558
"4eWKhiixHQcEvQpwIPvT0g",0.318918213447398
"oYNLeOhMA0fbgtPn-QAdjw",0.31308156602094
"MQnNtW1lHS-eid3QNUoUIw",0.308615082115907
"mpDxBBGywUE6GRRKja3sBA",0.307119601560623
"WzWTE_TNv4XDkN7m_KDWxA",0.304894976395935
"EOu5kwsz9XPyq5r-eWrOFQ",0.301969971320593
